Order finalVersion
Order_ID,Car_ID,Branch_ID,payment_id,Order_date,Quantity,options
431-018-8519,BMW-mI7-SD,BX-281-630,PM1-817-635Y,31/07/2018,1,Delivery
630-284-2878,BMW-mI7-SD,BX-697-527,PM2-745-336Y,31/07/2018,1,Delivery
694-292-8899,BMW-mI7-SD,BX-320-500,PM5-479-210Y,01/08/2018,1,Delivery
829-513-4229,BMW-mI7-SD,BX-064-500,PM4-281-262Y,04/08/2018,1,Delivery
587-974-4482,BMW-mI7-SD,BX-349-569,PM3-202-273Y,04/08/2018,1,Delivery
657-398-6058,BMW-mI7-SD,BX-258-934,PM9-937-408Y,05/08/2018,1,Delivery
839-101-3407,BMW-mI7-SD,BX-738-342,PM9-054-832Y,06/08/2018,1,Delivery
062-107-0265,BMW-mI7-SD,BX-363-790,PM9-494-907Y,07/08/2018,1,Delivery
114-725-6488,BMW-mI7-SD,BX-128-653,PM9-746-190Y,08/08/2018,1,Delivery
188-247-6178,BMW-mI7-SD,BX-741-158,PM6-140-485Y,09/08/2018,1,Delivery
933-930-3940,BMW-mI7-SD,BX-927-507,PM5-917-203Y,09/08/2018,1,Delivery
480-080-7286,BMW-mI7-SD,BX-866-284,PM3-528-729Y,11/08/2018,1,Delivery
449-400-1654,BMW-mI7-SD,BX-077-641,PM3-918-906Y,12/08/2018,1,Delivery
518-482-0990,BMW-mI7-SD,BX-773-486,PM1-179-182Y,14/08/2018,1,Delivery
155-046-9881,BMW-mI7-SD,BX-154-262,PM2-985-730Y,17/08/2018,1,Delivery
369-493-9172,BMW-mI7-SD,BX-028-145,PM5-645-721Y,19/08/2018,1,Delivery
143-086-4188,BMW-mI7-SD,BX-883-211,PM2-257-659Y,20/08/2018,1,Delivery
349-354-2722,BMW-mX5-SV,BX-050-572,PM3-514-045Y,26/08/2018,1,Delivery
141-533-3150,BMW-mX5-SV,BX-542-618,PM7-941-593Y,29/08/2018,1,Delivery
668-371-8099,BMW-mX5-SV,BX-705-354,PM0-850-952Y,01/09/2018,1,Delivery
978-777-4577,BMW-mX5-SV,BX-553-675,PM8-673-259Y,07/09/2018,1,Delivery
976-740-1406,BMW-mX5-SV,BX-848-467,PM9-415-468Y,08/09/2018,1,Delivery
184-439-2852,BMW-mX5-SV,BX-434-004,PM1-473-328Y,09/09/2018,1,Delivery
500-458-8669,BMW-mX5-SV,BX-730-765,PM9-770-187Y,09/09/2018,1,Delivery
961-102-8532,BMW-mX5-SV,BX-150-514,PM1-666-078Y,10/09/2018,1,Delivery
920-519-3083,BMW-mX5-SV,BX-751-612,PM3-554-076Y,12/09/2018,1,Delivery
843-371-5611,BMW-mX5-SV,BX-095-814,PM8-971-465Y,12/09/2018,1,Delivery
300-278-0672,BMW-mX5-SV,BX-371-750,PM4-968-607Y,12/09/2018,1,Delivery
192-537-0370,BMW-mX5-SV,BX-150-372,PM4-762-411Y,13/09/2018,1,Delivery
412-722-6183,BMW-mX5-SV,BX-938-773,PM1-096-751Y,13/09/2018,1,Delivery
159-227-6803,BMW-mX5-SV,BX-079-742,PM6-342-477Y,15/09/2018,1,Delivery
970-666-6882,BMW-mX5-SV,BX-268-378,PM0-212-103Y,18/09/2018,1,Delivery
902-521-7094,BMW-mX6-SV,BX-689-963,PM0-927-642Y,18/09/2018,1,Delivery
055-665-4416,BMW-mX6-SV,BX-175-195,PM4-970-195Y,25/09/2018,1,Delivery
295-134-9014,BMW-mX6-SV,BX-447-420,PM3-147-970Y,25/09/2018,1,Delivery
071-830-5955,BMW-mX6-SV,BX-326-207,PM3-406-669Y,26/09/2018,1,Delivery
696-405-5095,BMW-mX6-SV,BX-823-025,PM1-385-698Y,29/09/2018,1,Delivery
520-970-6093,BMW-mX6-SV,BX-748-475,PM1-050-007Y,30/09/2018,1,Delivery
651-358-6056,BMW-mX6-SV,BX-001-246,PM2-376-321Y,01/10/2018,1,Delivery
075-450-0890,BMW-mX6-SV,BX-648-885,PM4-985-485Y,01/10/2018,1,Delivery
971-796-2754,BMW-mX6-SV,BX-420-586,PM7-353-292Y,03/10/2018,1,Delivery
469-141-4941,BMW-mX6-SV,BX-700-393,PM6-097-529Y,03/10/2018,1,Delivery
426-970-5077,BMW-mX6-SV,BX-998-915,PM5-042-864Y,04/10/2018,1,Delivery
449-616-6278,BMW-mX6-SV,BX-738-180,PM4-457-278Y,06/10/2018,1,Delivery
235-299-9869,BMW-mX6-SV,BX-976-288,PM3-362-411Y,07/10/2018,1,Delivery
111-600-3747,BMW-mX6-SV,BX-514-350,PM8-679-429Y,09/10/2018,1,Delivery
762-983-9285,BMW-mX6-SV,BX-055-373,PM9-870-073Y,09/10/2018,1,Delivery
620-185-0241,BMW-mX6-SV,BX-390-235,PM6-186-976Y,14/10/2018,1,Delivery
493-222-4628,BMW-X3M-SV,BX-456-885,PM0-801-224Y,14/10/2018,1,Delivery
368-224-2179,BMW-X3M-SV,BX-808-184,PM7-383-885Y,15/10/2018,1,Delivery
758-858-7862,BMW-X3M-SV,BX-545-704,PM6-306-438Y,15/10/2018,1,Delivery
203-835-0288,BMW-X3M-SV,BX-294-337,PM9-416-977Y,16/10/2018,1,Delivery
092-905-8325,BMW-X3M-SV,BX-546-269,PM5-952-649Y,22/10/2018,1,Delivery
428-420-9627,BMW-X3M-SV,BX-979-106,PM6-415-470Y,24/10/2018,1,Delivery
468-081-4606,BMW-X3M-SV,BX-965-478,PM2-460-798Y,31/10/2018,1,Delivery
074-326-7707,BMW-X3M-SV,BX-512-076,PM6-845-269Y,02/11/2018,1,Delivery
652-290-0545,BMW-X3M-SV,BX-779-988,PM2-176-486Y,02/11/2018,1,Delivery
993-928-0998,BMW-X3M-SV,BX-827-889,PM9-476-778Y,04/11/2018,1,Delivery
050-095-6853,BMW-X3M-SV,BX-135-220,PM8-253-922Y,07/11/2018,1,Delivery
862-603-4845,BMW-X3M-SV,BX-256-372,PM9-451-459Y,13/11/2018,1,Delivery
778-253-8257,BMW-X3M-SV,BX-634-417,PM5-733-945Y,14/11/2018,1,Delivery
927-728-6345,BMW-X3M-SV,BX-130-632,PM2-244-070Y,14/11/2018,1,Delivery
036-897-9826,BMW-X3M-SV,BX-772-781,PM8-065-723Y,15/11/2018,1,Delivery
569-996-4087,BMW-X3M-SV,BX-570-511,PM2-133-804Y,17/11/2018,1,Delivery
021-475-7906,BMW-X3M-SV,BX-819-697,PM6-481-417Y,18/11/2018,1,Delivery
998-208-0060,BMW-X3M-SV,BX-852-873,PM4-188-627Y,19/11/2018,1,Delivery
511-972-1582,BMW-X3M-SV,BX-875-959,PM1-856-642Y,20/11/2018,1,Delivery
280-467-4151,BMW-X4M-SV,BX-230-081,PM4-077-052Y,20/11/2018,1,Delivery
074-189-8143,BMW-X4M-SV,BX-016-903,PM1-847-989Y,21/11/2018,1,Delivery
564-909-5478,BMW-X4M-SV,BX-848-892,PM3-461-408Y,27/11/2018,1,Delivery
251-658-3719,BMW-X4M-SV,BX-059-279,PM0-429-366Y,27/11/2018,1,Delivery
500-410-5532,BMW-X4M-SV,BX-224-349,PM5-099-240Y,28/11/2018,1,Delivery
592-791-2034,BMW-X4M-SV,BX-042-943,PM1-170-016Y,29/11/2018,1,Delivery
984-775-8446,BMW-X4M-SV,BX-564-733,PM5-999-971Y,10/12/2018,1,Delivery
088-635-8677,BMW-X4M-SV,BX-450-843,PM8-409-919Y,12/12/2018,1,Delivery
644-704-5975,BMW-X4M-SV,BX-432-447,PM0-794-361Y,14/12/2018,1,Delivery
759-573-3886,BMW-X4M-SV,BX-925-561,PM5-892-505Y,15/12/2018,1,Delivery
206-231-3977,BMW-X4M-SV,BX-204-879,PM6-144-837Y,15/12/2018,1,Delivery
039-894-7680,BMW-X4M-SV,BX-511-438,PM5-898-448Y,17/12/2018,1,Delivery
435-636-4638,BMW-X4M-SV,BX-507-687,PM5-972-506Y,17/12/2018,1,Delivery
773-430-5193,BMW-X4M-SV,BX-566-080,PM7-818-531Y,18/12/2018,1,Delivery
098-051-4426,BMW-X4M-SV,BX-179-149,PM9-886-715Y,18/12/2018,1,Delivery
144-158-2233,BMW-X4M-SV,BX-704-845,PM0-722-790Y,23/12/2018,1,Delivery
654-528-7380,BMW-X4M-SV,BX-680-786,PM0-210-463Y,25/12/2018,1,Delivery
739-296-2690,BMW-X4M-SV,BX-253-925,PM4-510-326Y,25/12/2018,1,Delivery
547-250-2039,BMW-X4M-SV,BX-203-779,PM3-655-374Y,26/12/2018,1,Delivery
919-830-0862,BMW-X4M-SV,BX-566-605,PM7-351-946Y,31/12/2018,1,Delivery
748-359-9651,BMW-X5M-SV,BX-834-623,PM0-622-862Y,01/01/2019,1,Delivery
232-128-7102,BMW-X5M-SV,BX-613-572,PM8-357-414Y,03/01/2019,1,Delivery
198-432-2783,BMW-X5M-SV,BX-523-145,PM8-646-946Y,03/01/2019,1,Delivery
349-694-4727,BMW-X5M-SV,BX-592-878,PM3-919-371Y,06/01/2019,1,Delivery
207-539-6576,BMW-X5M-SV,BX-032-845,PM8-430-482Y,07/01/2019,1,Delivery
474-451-0356,BMW-X5M-SV,BX-114-902,PM9-769-654Y,07/01/2019,1,Delivery
852-009-2333,BMW-X5M-SV,BX-717-712,PM4-191-555Y,08/01/2019,1,Delivery
015-868-3825,BMW-X5M-SV,BX-868-910,PM9-749-050Y,08/01/2019,1,Delivery
994-019-0385,BMW-X5M-SV,BX-524-558,PM2-870-383Y,10/01/2019,1,Delivery
661-825-5380,BMW-X5M-SV,BX-546-074,PM9-502-695Y,12/01/2019,1,Delivery
287-561-1926,BMW-X5M-SV,BX-835-240,PM7-076-007Y,14/01/2019,1,Delivery
510-411-9982,BMW-X5M-SV,BX-248-791,PM6-304-819Y,17/01/2019,1,Delivery
565-743-7997,BMW-X5M-SV,BX-354-950,PM3-981-341Y,17/01/2019,1,Delivery
982-001-8068,BMW-X5M-SV,BX-558-002,PM9-320-326Y,17/01/2019,1,Delivery
678-849-2384,BMW-X5M-SV,BX-994-557,PM2-824-359Y,21/01/2019,1,Delivery
619-296-3333,BMW-X5M-SV,BX-499-574,PM7-187-562Y,22/01/2019,1,Delivery
507-189-7023,BMW-X5M-SV,BX-063-274,PM7-287-898Y,25/01/2019,1,Delivery
502-303-1304,BMW-X5M-SV,BX-822-126,PM8-982-780Y,25/01/2019,1,Delivery
277-424-0595,BMW-X5M-SV,BX-236-319,PM2-281-128Y,27/01/2019,1,Delivery
257-910-3686,BMW-X5M-SV,BX-614-004,PM6-134-561Y,28/01/2019,1,Delivery
933-689-6738,BMW-X5M-SV,BX-972-419,PM6-350-447Y,29/01/2019,1,Delivery
024-515-5691,BMW-X5M-SV,BX-233-000,PM9-238-821Y,29/01/2019,1,Delivery
938-690-2241,BMW-X5M-SV,BX-594-003,PM5-310-852Y,31/01/2019,1,Delivery
158-009-1662,BMW-X5M-SV,BX-209-275,PM6-936-453Y,01/02/2019,1,Delivery
148-229-3845,BMW-X6M-SV,BX-261-562,PM8-925-488Y,07/02/2019,1,Delivery
044-726-5989,BMW-X6M-SV,BX-870-218,PM2-724-543Y,07/02/2019,1,Delivery
374-446-1104,BMW-X6M-SV,BX-742-474,PM0-743-786Y,07/02/2019,1,Delivery
608-015-4990,BMW-X6M-SV,BX-765-824,PM5-300-262Y,10/02/2019,1,Delivery
753-335-0681,BMW-X6M-SV,BX-720-140,PM7-862-006Y,10/02/2019,1,Delivery
811-553-2221,BMW-X6M-SV,BX-036-118,PM3-703-465Y,10/02/2019,1,Delivery
494-079-3544,BMW-X6M-SV,BX-779-297,PM2-825-395Y,12/02/2019,1,Delivery
789-946-8817,BMW-X6M-SV,BX-197-393,PM2-206-792Y,13/02/2019,1,Delivery
295-602-8980,BMW-X6M-SV,BX-317-800,PM3-204-782Y,14/02/2019,1,Delivery
444-363-5310,BMW-X6M-SV,BX-535-110,PM1-202-182Y,20/02/2019,1,Delivery
998-695-1584,BMW-X6M-SV,BX-059-208,PM9-966-352Y,22/02/2019,1,Delivery
471-607-3516,BMW-X6M-SV,BX-585-234,PM1-368-231Y,23/02/2019,1,Delivery
702-689-7253,BMW-X6M-SV,BX-659-375,PM4-169-493Y,23/02/2019,1,Delivery
035-829-2959,BMW-X6M-SV,BX-936-518,PM0-853-095Y,24/02/2019,1,Pickup
384-229-6420,BMW-X6M-SV,BX-171-383,PM2-984-424Y,27/02/2019,1,Pickup
962-782-5233,BMW-X6M-SV,BX-099-945,PM9-772-681Y,27/02/2019,1,Pickup
795-866-7035,BMW-X6M-SV,BX-306-280,PM3-327-823Y,28/02/2019,1,Pickup
436-317-7725,BMW-X6M-SV,BX-426-624,PM3-863-415Y,02/03/2019,1,Pickup
282-061-8837,BMW-X6M-SV,BX-653-127,PM2-255-278Y,03/03/2019,1,Pickup
652-578-9356,BMW-X6M-SV,BX-708-989,PM1-464-097Y,03/03/2019,1,Pickup
958-109-6319,BMW-X6M-SV,BX-234-667,PM7-083-208Y,05/03/2019,1,Pickup
855-045-1098,BMW-X6M-SV,BX-669-951,PM4-533-571Y,06/03/2019,1,Pickup
058-815-1142,BMW-X6M-SV,BX-659-812,PM2-938-255Y,08/03/2019,1,Pickup
213-849-8289,BMW-mIX-SV,BX-880-360,PM9-185-860Y,09/03/2019,1,Pickup
299-874-9493,BMW-mIX-SV,BX-210-070,PM8-961-186Y,13/03/2019,1,Pickup
458-121-6711,BMW-mIX-SV,BX-988-656,PM7-480-873Y,14/03/2019,1,Pickup
221-498-4589,BMW-mIX-SV,BX-253-419,PM3-141-324Y,16/03/2019,1,Pickup
096-920-5668,BMW-mIX-SV,BX-715-946,PM2-998-163Y,17/03/2019,1,Pickup
205-476-9696,BMW-mIX-SV,BX-102-507,PM8-347-458Y,18/03/2019,1,Pickup
651-477-5065,BMW-mIX-SV,BX-645-501,PM9-961-723Y,19/03/2019,1,Pickup
000-765-9162,BMW-mIX-SV,BX-625-105,PM4-139-943Y,20/03/2019,1,Pickup
638-962-0267,BMW-mXM-SV,BX-814-674,PM4-990-933Y,20/03/2019,1,Pickup
292-780-2848,BMW-mXM-SV,BX-312-370,PM8-531-477Y,24/03/2019,1,Pickup
742-558-4702,BMW-mXM-SV,BX-485-828,PM6-682-725Y,24/03/2019,1,Pickup
693-090-5854,BMW-mXM-SV,BX-086-446,PM4-778-917Y,26/03/2019,1,Pickup
555-612-0106,BMW-mXM-SV,BX-065-690,PM4-807-933Y,27/03/2019,1,Pickup
465-306-4813,BMW-mXM-SV,BX-280-677,PM9-205-423Y,29/03/2019,1,Pickup
704-059-0952,BMW-mXM-SV,BX-233-872,PM6-011-054Y,01/04/2019,1,Pickup
927-767-0226,BMW-mXM-SV,BX-322-595,PM6-225-760Y,01/04/2019,1,Pickup
844-090-3811,BMW-mXM-SV,BX-142-122,PM0-513-062Y,01/04/2019,1,Pickup
540-120-5946,BMW-mXM-SV,BX-485-044,PM5-070-341Y,02/04/2019,1,Pickup
099-567-5552,BMW-mXM-SV,BX-764-657,PM8-000-569Y,02/04/2019,1,Pickup
631-534-1597,BMW-mXM-SV,BX-465-315,PM1-855-316Y,02/04/2019,1,Pickup
675-031-5896,BMW-mXM-SV,BX-995-376,PM1-475-369Y,05/04/2019,1,Pickup
066-152-8146,BMW-mXM-SV,BX-157-410,PM2-768-603Y,09/04/2019,1,Pickup
269-522-2929,BMW-mXM-SV,BX-180-004,PM0-155-688Y,14/04/2019,1,Pickup
226-838-1035,BMW-mXM-SV,BX-158-038,PM1-685-349Y,16/04/2019,1,Pickup
540-055-4905,BMW-mXM-SV,BX-310-185,PM5-861-334Y,17/04/2019,1,Pickup
212-091-5270,BMW-mXM-SV,BX-045-953,PM6-589-279Y,18/04/2019,1,Pickup
874-258-4590,BMW-m2S-SD,BX-930-556,PM6-117-464Y,18/04/2019,1,Pickup
074-571-7443,BMW-m2S-SD,BX-404-710,PM3-454-963Y,22/04/2019,1,Pickup
518-469-2164,BMW-m2S-SD,BX-811-821,PM7-452-687Y,22/04/2019,1,Pickup
869-718-7228,BMW-m2S-SD,BX-920-226,PM2-060-436Y,23/04/2019,1,Pickup
087-246-4013,BMW-m2S-SD,BX-937-436,PM5-156-010Y,23/04/2019,1,Pickup
359-047-4551,BMW-m2S-SD,BX-555-878,PM2-552-779Y,05/05/2019,1,Pickup
175-836-9219,BMW-m2S-SD,BX-140-775,PM9-076-990Y,06/05/2019,1,Pickup
702-200-1710,BMW-m2S-SD,BX-196-628,PM6-757-319Y,06/05/2019,1,Pickup
512-682-8602,BMW-m2S-SD,BX-401-911,PM2-738-292Y,15/05/2019,1,Pickup
824-191-5001,BMW-m2S-SD,BX-759-667,PM0-949-569Y,15/05/2019,1,Pickup
565-927-4393,BMW-m2S-SD,BX-007-093,PM9-784-319Y,15/05/2019,1,Pickup
749-152-2698,BMW-m2S-SD,BX-790-263,PM0-163-442Y,22/05/2019,1,Pickup
194-808-1944,BMW-m2S-SD,BX-835-370,PM7-356-584Y,22/05/2019,1,Pickup
634-690-9689,BMW-m2S-SD,BX-528-103,PM7-086-227Y,23/05/2019,1,Pickup
525-496-9216,BMW-m2S-SD,BX-304-473,PM8-603-643Y,26/05/2019,1,Pickup
